id,message_id,message_clean,language,sentiment_label,sentiment_score,sentiment_source,word_count,virality_score
2104,2141,"если она рандомно перестала тебе писать, значит в ее жизни всплыл тот самый бывший",ru,negative,0.5799,rubert-tiny2,14,205.4
2105,2142,В sdu геев много?,ru,neutral,0.9365,rubert-tiny2,4,219.2
2106,2143,"Встречались с парнем год, и он всë время пытался меня уговорить на анал. Я ему объясняла, что из-за определённых причин не могу, да и не хочется мне. Но всë-таки было раза 3 после манипуляций, ссор, скандалов и уговоров. Сейчас меня уже не уговорить, надоело идти на поводу, в итоге это стало причиной расставания. Не верю, что всë хорошее, что между нами было, не так важно, как тот факт, что я не даю в задницу.",ru,negative,0.6775,rubert-tiny2,74,658.8
2107,2144,"Давайте сменим тему. В какую страну вы бы полетели жить навсегда, и почему? Я сам уже слышал несколько раз про норвегию, не смотря на то что там проблемы с парковкой и большими налогами, люди более счастливее чем в других странах, и более равны. Звучит очень заманчиво Но в то же время меня всегда привлекала Япония. Не шумные аниме станции итд, а более обычные, которые продвигаются как повседневная жизнь офисного работника или бармена в среднем городе. Прям дрим дрим😻 Я побывал в США, там жизнь яркая, но есть и свои минусы как плохо развитая цифровизация (да да, не смотря что АЙТИ гиганты здесь, здесь с банками и оплатами счетами за ком услуги большая беда. Живая очередь итд) Дубай, Катар - слишком влажная и жаркая погода. Также горзионт пейзажа более пустынный Китай также звучит прикольно, особенно в некоторых городах огней и културы (Ну или можно также Гонконг)",ru,neutral,0.6079,rubert-tiny2,145,167.4
2108,2145,"[URL] честно, я бы осталась жить в Казахстане ну типа, я люблю свою страну, да и не вижу смысла уезжать насовсем путешествовать– да, хотелось бы увидеть Европу, Азию, другие страны конечно но жить где-то ещё… не думаю вот Япония, например интересная.. Токио бы очень хотела посетить, но жить там? не-е слишком много общественного давления, мне бы тяжело было а Китай… не знаю всё время где-то на фоне мысль, что там есть политическое давление на уйгуров и казахов и от этого просто не по себе. даже если я понимаю, что к иностранным казахам из Казахстана относятся нормально,всё равно есть какое-то внутреннее «но» европейские страны тоже отпадают там сейчас растёт антимиграционное настроение, протесты, вся эта движуха и мне, как потенциальной мигрантке, было бы сложно плюс, вокруг Европы и так слишком много шума все туда едут, все обсуждают но как турист — да, туда бы поехала с удовольствием, посмотреть, погулять, вдохновиться. а жить… нет, мне и в Казахстане хорошо 👌🏻",ru,neutral,0.5664,rubert-tiny2,157,224.2
2109,2146,"есть кто коллекционирует киндер джой с осд, какие у вас уже есть?",ru,neutral,0.9066,rubert-tiny2,12,93.6
2113,2150,"Какой у вас есть ритуал или действие которое вы делаете, может музыка которую слушаете перед чем то важным, когда волнуетесь?",ru,neutral,0.8896,rubert-tiny2,20,112.0
2115,2152,"я однажды видел использованные презервативы в кампусе... Тогда был в шоке.. Но от сообщения выше я вообще ахуел. ГГ чувак, тебе только удачи девушки, парни, не будьте дебилами и не подпускайте кого угодно в свои органы. Вы еще матерям нужны",ru,negative,0.677,rubert-tiny2,40,212.8
2116,2153,"Мне интересно откуда так много половых партнёров,аж 14 за несколько месяцев",ru,neutral,0.7484,rubert-tiny2,11,245.8
2117,2154,"Насчет партнерш, обычно знакомился в тиндере, абсолютно все случайные половые связи",ru,neutral,0.6168,rubert-tiny2,11,159.6
2118,2155,дш attendance 30 асса бирдене болама normal жауап берндерш отчисление демей,ru,negative,0.5387,rubert-tiny2,11,116.6
2119,2156,"Пацаны если хотите новых ощущений в кексе , факайтесь в кампусе.В воскресенье к вечеру все верхние этажи абсооютно темные и можно спокойно там покувыркатся ,только иногда вахтовики мимо проходят осторожно с этим.",ru,neutral,0.7783,rubert-tiny2,32,399.2
2121,2158,"Ебаные свиньи убирайте за собой столы, хотя бы элементарно салфеткой пройдитесь, мерзко от вас",ru,negative,0.6841,rubert-tiny2,14,490.0
2122,2159,"всё сложилось бы по другому, если бы я еще весной рассказала всем, что влюбилась в тебя. кажись не судьба, но я все еще влюблена в тебя влюблена в твой характер, личность, внешность, абсолютно во всё. но вижу твое безразличие и сдаюсь с тобой не получается, с другими не хочу.",ru,neutral,0.519,rubert-tiny2,49,119.2
2123,2160,"ну если так подумать что религия такая охуенная штука. как бы изначально прикладывая человека к чему-то хорошему как принцип, имхо. может и плоховато что удерживает человека, не попробует все на свокй шкуре и после сделает выводы всего этого. как бы готовый тутор.",ru,neutral,0.7241,rubert-tiny2,42,121.4
2125,2162,Каз кантинге келген адамга донер аперем,ru,neutral,0.6967,rubert-tiny2,6,156.8
2126,2163,230да отырып водитель мен какой то быреудн sdu студенттеры акша толемейды автобустын деген жырын естып келе жатрм🤣,ru,negative,0.4914,rubert-tiny2,17,180.6
2127,2164,если айдишку забыла можно попросить учителей в сдулайф поставить аттенданс?,ru,neutral,0.8865,rubert-tiny2,10,126.6
2128,2165,у кого есть 1500 наличка в каспи переведу?,ru,neutral,0.8521,rubert-tiny2,8,107.0
2129,2166,"Хотелось бы в начале хотя бы просто пробывать кекс с разными девушками вот, я тут осознал что у меня не было девушек когда я трезвый а в пьяном состоянии говорят не чувствуешь весь кайф оказывается вот почему мой дружбан всегда меня подводит в нужные моменты не встает а спит",ru,neutral,0.6538,rubert-tiny2,49,270.6
2130,2167,"Так, интимный вопрос. Вайбкодите? 1. Регулярно 2. Нет необходимости 3. да что это такое?",ru,neutral,0.9031,rubert-tiny2,14,159.4
2132,2169,бля жестко сындым досыма,ru,neutral,0.6485,rubert-tiny2,4,222.8
2133,2170,Икт митка сұрақтары барма? Перваштарға,kk,positive,0.716,rembert-issai,5,242.8
2135,2172,Серыйдагы баланын инстасы бар ма?,kk,positive,0.6338,rembert-issai,5,432.6
2136,2173,"Мне понравился один парень. Я нашла его инсту и подписалась, а он подписался в ответ, но ничего не писали друг другу. Потом я сама решила написать ему первой и познакомиться. Он не отказался и задавали друг другу базовые вопросы. Но инициатива была в основном с моей стороны, сейчас он ниче не пишет. Что делать, что написать ему? Или ждать пока сам вспомнит про меня",ru,neutral,0.8584,rubert-tiny2,64,230.8
2137,2174,"Жаңа бір қыз талып қалды ғо вайфай жақта Басы аман ба, дауысы қатты шықты ғо",kk,negative,0.624,rembert-issai,15,245.8
2138,2175,Деканат кай кундеры жумыс ыстейды?,ru,neutral,0.8267,rubert-tiny2,5,143.6
2139,2176,"Достар, пройдите квиз, пожалуйста. Для проджекта нужно. [URL]",ru,neutral,0.9036,rubert-tiny2,8,168.4
2140,2177,"Всем привет, планируется открытие сервера майнкрафт) 🎈 1️⃣Пока что выбираем между Ванила + анархия ☠️ / Зомби апокалипсис 🧟‍♀️ (Моды) 2️⃣Дата открытия: примерно к концу октября. 👥В планах сейчас набрать заинтересованых людей и запустить сервер для всех сразу чтобы все начали с 0 в одно время. ⚠️Вход исключительно для сдушников (но друзей звать можно✅), абсолютно бесплатно 🆓 Проголосовать за режим можно здесь. Также есть чат.",ru,neutral,0.881,rubert-tiny2,65,120.0
2141,2178,"Кур час деген не, оған бару шартпа не болады ол жерде",kk,positive,0.6289,rembert-issai,11,153.8
2143,2180,что за сигнализация в ай блоке,ru,neutral,0.8709,rubert-tiny2,6,113.8
2144,2181,"Я в ахуе с людей просто , ребят если кто то нравится идите и говорите будь ты парень или девушка никто не будет косо смотреть , не слушайте диванных критиков из комментариев , терять хорошего человека из за обиженок не стоит",ru,negative,0.7078,rubert-tiny2,41,467.2
2145,2182,Бш 2 курстар барма,ru,neutral,0.8504,rubert-tiny2,4,128.8
2146,2183,Ақсай 5 жақта тұратындар бар ма??? Срочноо,kk,positive,0.7075,rembert-issai,7,115.0
2147,2184,что такое тра,ru,neutral,0.7779,rubert-tiny2,3,109.2
2149,2186,Бүгін женский туалатке кіріп кеткен баланы іздейм,kk,positive,0.6082,rembert-issai,7,215.4
2150,2187,"Какое агентство для программы Work and Travel самое хорошее? Можете что-нибудь посоветовать, поделиться опытом? И если у меня низкий GPA, есть ли какие-то способы всё равно поехать?",ru,neutral,0.6764,rubert-tiny2,27,108.8
2151,2188,Кім за чпт курс шарит?? Кудай ушін істеп беріндерш ( 500 тг берем),kk,negative,0.5342,rembert-issai,13,137.4
2152,2189,Подскажите как называется эта прическа? Влюблен в этот стиль безумно😍,ru,neutral,0.7482,rubert-tiny2,10,324.2
2154,2191,Видели девушек лесби которые целовались в унике?,ru,neutral,0.8902,rubert-tiny2,7,163.2
2155,2192,"Какое агентство для программы Work and Travel самое хорошее? Старшие ребята, можете поделиться опытом? Если gpa ниже 2.0, есть ли какие-то способы всё равно поехать?",ru,neutral,0.6355,rubert-tiny2,25,115.2
2156,2193,"Например быр пан аласың и потом оны файналга бармасак и префка 40 тан томен болса фх кала ма сонда? И типа файналга барган жоксын мысалы, и сосын мындай болсаш типа типа фх бармайсын фэйл боласын и сонда ол курсты келесы жылы алсан по любому акша толеу керекмынба или бесплатнотала бересынба, gpa прям катты асер етеды ма",kk,negative,0.7417,rembert-issai,56,180.6
2157,2194,Есть ли в sdu военная кафедра и есть ли академическая мобильность,ru,neutral,0.9215,rubert-tiny2,11,163.2
2158,2195,Насколько это правда что русс.говорящие казахи менее эмоциональные и искренние чем каз.говорящие казахи,ru,neutral,0.5139,rubert-tiny2,13,184.6
2159,2196,Ретейкка толеу уиздравал етып дроп ыстегеннен арзан шыга ма или бырдей бола ма ол сондае или подороже будет,ru,neutral,0.6494,rubert-tiny2,18,113.6
2160,2197,Кто знает как проходит кастинг в клуб переводчиков? Есть сливы тем вопросов? Примерно как проходил кастинг в прошлом году?? Буду благодарен за ответ,ru,neutral,0.8813,rubert-tiny2,23,111.8
2161,2198,retake gpa катты асер етема или не оч ма срошні оветьте,kk,negative,0.6666,rembert-issai,11,111.0
2163,2200,Где можно найти бахрому в Каскелене?,ru,neutral,0.9277,rubert-tiny2,6,113.6
2164,2201,Где качественно делают чистку зубов? Посоветуйте клиник пж,ru,neutral,0.7813,rubert-tiny2,8,112.6
2165,2202,"да, кстати, про клиники хороший вопрос можете посоветовать, пожалуйста, бюджетные и качественные стоматологии, где можно полечить зубы и поставить брекеты за недороха",ru,neutral,0.7781,rubert-tiny2,22,112.8
2168,2205,"БОЖЕ сасымай , жуынып журындерш пожалуйста кастарында журу мумкын емескккооой оны еще айтугада уяласнго озыне , айтсан тагы бале айтпасан тагы бале",other,pending_llm,0.0,llm_queue,22,261.0
2169,2206,"Апдейт истории про самоощущения рядом с парнем. Мы встречаемся уже 3 год, я ему об этом всем написала в прошлую пятницу и он прочел, но ничего не написал.. вроде бы и грустно, а вроде и все равно не знаю. наверное уже можно считать что это бывший тк он на вряд ли мне напишет или позвонит. у него в целом всегда привычка в конфликтные моменты игнорировать и избегать разговоров (",ru,negative,0.6537,rubert-tiny2,69,210.4
2170,2207,Как безболезненно умереть после первого фейла,ru,neutral,0.6747,rubert-tiny2,6,225.4
2171,2208,"Люди которые считают самоубийство не самым слабым ходом, а наоборот сильным - обоснуйте. Схуяли сдаться это ход сильного",ru,negative,0.6736,rubert-tiny2,18,196.8
2172,2209,Как безболезненно умереть после первого фейла фейл из-за абсенса 30%?,ru,neutral,0.708,rubert-tiny2,10,107.0
2173,2210,есть какой-нибудь способ узнать чужой айди или узнать человека по айди?,ru,neutral,0.9186,rubert-tiny2,11,107.4
2174,2211,В sdu есть академ отпуск?,ru,neutral,0.8518,rubert-tiny2,5,105.2
2175,2212,Скучаю по бывшему. Но я сама решила расстаться (на то были причины) Как можно забыть и разлюбить человека?,ru,negative,0.5937,rubert-tiny2,18,207.6
2176,2213,"во время уелком пати со мной стояла такая красивая девушка, но как же она воняла потом, я не могу. когда она подходила ближе, чтоб сцену лучше снять, я чуть не умерла🥲",ru,neutral,0.5224,rubert-tiny2,31,371.6
2177,2214,"Каз ерыгып жаткан ким бар бооос , срочноо точка калдырын озим шгам",kk,positive,0.5307,rembert-issai,12,154.6
2178,2215,"Куплю ответы по MDE 151, MDE 152 🙏",ru,neutral,0.6066,rubert-tiny2,8,141.2
2179,2216,достар мде 154 берынжершы ответы умоляю,ru,positive,0.5509,rubert-tiny2,6,140.8
2180,2217,Есть ли в sdu военная кафедра и есть ли академическая мобильность,ru,neutral,0.9215,rubert-tiny2,11,142.4
2181,2218,"Почему никто не говорит о том, какая еда невкусная в кантине😩 обед комплекс или другой более дорогой обед, все шняга какая то невкусная",ru,negative,0.6827,rubert-tiny2,23,535.0
2182,2219,"Рассказала о своих чувствах. Но при этом мне не дали точного ответа. Продолжаем общатся и нам так хорошо вместе(по крайней мере так кажется). Он продолжает ходить со мной кафешки, сидим и общаемся по 4 часа. Но никакого продвижения. Я так его люблю, но видимо не взаимно😔😔😔 Что посоветуете? Почему он так делает?",ru,neutral,0.799,rubert-tiny2,52,180.8
2183,2220,Почему в универе так много красивых людей (Это касается и вас),ru,neutral,0.9041,rubert-tiny2,11,479.0
2184,2221,"Тра или тфл 1курс Айнур инстасы барма, френч тандаган вроде",ru,neutral,0.8182,rubert-tiny2,10,117.0
2185,2222,қызы бар бала подкатывать етіп жүр нестейм??🤔🤔,kk,negative,0.5642,rembert-issai,7,173.4
2186,2223,где можно от ксерить стикеры?,ru,neutral,0.9095,rubert-tiny2,5,122.2
2187,2224,"можно ли оставить сменную обувь в sdu лайф, просто зб уже каждый раз таскать с собой",ru,neutral,0.6654,rubert-tiny2,16,122.8
2188,2225,у кого есть разноцветные маркеры,ru,neutral,0.889,rubert-tiny2,5,134.2
2189,2226,today видел ее today в кантине а на ней была футболка синего цвета а это мой любимый хотя обещал себе не влюбляться в нее но походу уже поздно,ru,neutral,0.7085,rubert-tiny2,28,247.0
2190,2227,теплые колготки с имитацией капронок такое уродство,ru,negative,0.6016,rubert-tiny2,7,310.4
2191,2228,777 подписчиков у канала🔥,ru,neutral,0.5143,rubert-tiny2,4,234.0
2192,2229,у одной девушки вторашки (?) вайбы вампира еба прикольно она такая светлая и красивая и я всегда вижу ее во всем черном- в черной рубашке и джинсах с кожанкой,ru,neutral,0.7423,rubert-tiny2,29,472.6
2193,2230,today у всех вайфай sdu нормально не ловит? Хоть в Е или G блоке всё время вылетает вайфай,ru,neutral,0.8456,rubert-tiny2,18,239.4
2194,2231,Академик райтиег ридинг midterm барма,ru,neutral,0.8799,rubert-tiny2,5,157.6
2195,2232,Секьюрити живы прикиньте еба У них новый инст чекайте sdc_sdu Прикл видео по идее,ru,neutral,0.8382,rubert-tiny2,14,239.4
2198,2235,Тарих Болат ағай мидкаға слив бар маа???,kk,positive,0.6692,rembert-issai,7,145.0
2199,2236,бурынгы сдуангимеде кимдер туралы коп айтылып еди?,other,pending_llm,0.0,llm_queue,7,165.0
2200,2237,"Есть ли закон, которое освобождает посещение урока если препода нету с начала урока уже как 15 минут?",ru,neutral,0.8204,rubert-tiny2,17,253.4
2201,2238,Как найти любовь,ru,neutral,0.6181,rubert-tiny2,3,125.2
2202,2239,Гулжа китайский midterm слив бар ма?1-2 курс,kk,positive,0.6057,rembert-issai,7,121.2
2203,2240,Всем хорошо сдать midterm,ru,positive,0.6469,rubert-tiny2,4,434.8
2204,2241,отдуши за звездочки❤️❤️,ru,positive,0.637,rubert-tiny2,3,238.6
2205,2242,"Бля как же бесит эта исламизация и сексизм в унике. Апайлар да пикмиланып қалған, не бәле күйеуі бермей ма, жігіттер болса өліп тұрады, если в еду, то вообще пиздец, потому что там в целом парней очень мало. Я понимаю, что это проблема не только нашего уника, но камон в таком современном и новом унике как сду, хотя бы какой то бір прогресс болу керек қой. Иногда қыз болып туылғаныма өкініп кетем ғой",mixed_kk_ru,pending_llm,0.0,llm_queue,72,738.6
2206,2243,Курить перед преподом в курилке норм/стрем?,ru,neutral,0.9302,rubert-tiny2,6,206.0
2208,2245,"Ребят, порталга акша салса ол алы екы күн туседы ме?",kk,negative,0.5669,rembert-issai,10,134.2
2209,2246,sdu самая легко рейджбейтимая шарага,ru,positive,0.5772,rubert-tiny2,5,291.4
2210,2247,В каком случае могут лишить стипендии? midterm МДЕ сабагынан аз алсан могут лишить ?,ru,neutral,0.7089,rubert-tiny2,14,102.8
2211,2248,"Если у меня ретейки, но семестр закрою на 70+, то дадут степу?",ru,neutral,0.8558,rubert-tiny2,12,103.2
2212,2249,"Рассказываю. Я учусь в бш 3 курс. В начале сентября со мной познакомился один парень тоже 3 курс, Сам подошел и подписался. Хорошо общались, подкатывал, всегда садился только рядом со мной на общих уроках. Получается 2,5 месяца общались. На прошлой неделе он отписался от меня. Что это значит? Что мне нужно делать дальше, как вести себя рядом с ним на общих уроках ? У нас с ним проектные работы совместные на следующей неделе. Мне его игнорировать и найти другого партнера для проектной работы? ЧТО ДЕЛАТЬ ПОМОГИТЕ МНЕ ОЧЕНЬ ОЧЕНЬ ГРУСТНО А Я УЖЕ ПРИВЯЗАЛАСЬ ЖЕ 💔💔",ru,neutral,0.8768,rubert-tiny2,96,159.6
2213,2250,"Если у меня другие уроки 90-95 но икт retake , меня могут лишить стипендии? Что уж поделать Я вообще не шарю по гугл шитс",ru,neutral,0.6665,rubert-tiny2,24,104.0
2214,2251,Бля иктдан ретей болса степ бермеймане😭😭😭 midterm гана кадалсамда ма?,ru,negative,0.6258,rubert-tiny2,10,99.4
2215,2252,Икт midterm куласан не болады?,other,pending_llm,0.0,llm_queue,5,97.2
2216,2253,я вахуй с первашей как вы смогли набрать 120+ на ент и все равно такие тупорылые,ru,negative,0.693,rubert-tiny2,16,413.0
2217,2254,Саге кажется нужно напомнить про это))),ru,neutral,0.9001,rubert-tiny2,6,299.8
2219,2256,"короче мен платкадамын икт quiz жаздык 1ши 2 тапсырманы не успела так как комп куып и жазган кодттарым ошип кетты агай кешиксендер кабылдамайм деп турып алды ал до этого практис тасктарды 90-100ге жасап журдим тек сонгы таскты дедлайннан кешикпей, дурыс жасаганнын озинде 50 коя салгангой нестесем боладыыы",other,pending_llm,0.0,llm_queue,47,132.0
2220,2257,"Бля дурыс жауап берындершы,первашпын вот и не знаю. Икт midterm куласан сонымен степ жокпа бляя",ru,negative,0.7471,rubert-tiny2,15,99.0
2221,2258,"суть в том что мен платкадамын терять нечего просто басында озиме easy болган сабактан позор боп 2 таск 50 алдым озим тусинбедим неге екенин офис аурга кирип агайдан сурайм ба дегемго но бар уайымым сол куизда калды келеси куиздарды айырсам, normal боладыго да?",mixed_kk_ru,pending_llm,0.0,llm_queue,43,101.8
2222,2259,Яптваямать короче степактан кулатады когда пре файнал и файнал общий букыл сабактын багасы 70- болса кулата ма? midterm асер етпейма бір гана сабактын? Блять я перваш и не знаю как старшаки нормально ответьте пж,mixed_kk_ru,pending_llm,0.0,llm_queue,34,144.4
2223,2260,"крч достар совет керек мен китайскийдан жанадан келген тичерды тандаганмын да но ол тичердын опыты аз ба бир бале, дурыс сабак бере алмайды китайскийдан quiz жазсак катты кадагаламайды баска тичерларда окитын достарым терлеп писип окиды, потому что teacher телефон жинап алады, ар создин окылуын карайды ал бизде лафааа негизи тема, но озимди кинали сезинем киналып окысан , тичерларым коп требовать етсе результатов больше боладыгой по факту 2 семестрда баска тичерге ауысайын деп едим но биздин лафа апайдан, катал апайга оту каншалыкты дурыс и вообще ауысуга болама пожалуйста без прикола совет бериндерши😭🙏🏻",mixed_kk_ru,pending_llm,0.0,llm_queue,91,102.2
2225,2262,"шпаргалка для первашей midterm (мидтерм(midterm)) = обычно это exam на 10-20 баллов(смотря какой силлабус) из 100, если завалите его, то у вас не будет этих 10-20 баллов quiz (quiz) = обычно 5-10 баллов(опять же смотря какой силлабус) если у вас к примеру 5 уроков, и все эти уроки вы закроете на 70+, то у вас будет стипендия, если все уроки 90+, то у вас будет повышка. но если хотя бы по 1 уроку у вас общая оценка будет меньше 70, то у вас стипендии не будет. retake только в том случае, если по какому то уроку у вас будет меньше 50 после файнала. если 4 семестра подряд все уроки будут 90+, то можно выйти на президентскую стипендию (это стипендия умноженная на 2)",ru,neutral,0.781,rubert-tiny2,122,470.0
2226,2263,"Қазақ тілі, орыс тілі группалары,, “Сезім хаттары”-нда болдыңдар ғой ия? Амина деген қыз өлең оқыды ғой сахнаға шығып? Емаа сол қызды выходта көрмедім. СДУ-да оқиды. Кім таниды, инст беріңдерші",kk,positive,0.5179,rembert-issai,29,152.4
2227,2264,gpa улкен болса грантка ауысуга болама 2 семестрде,other,pending_llm,0.0,llm_queue,8,115.0
2228,2265,"Есть люди кто поедет этим летом на Work & travel по air travel , мб группу создадим чтобы инфой делится?",ru,neutral,0.905,rubert-tiny2,20,146.4
2229,2266,9 автобус до скольки ездит?,ru,neutral,0.8999,rubert-tiny2,5,95.8
2230,2267,Вроде в университете учатся уже достаточно взрослые люди но зачем они ведут себя как дети?,ru,neutral,0.8589,rubert-tiny2,15,187.8
2231,2268,"Я хочу вступить в КВН клуб. Вот мои анекдоты об универе: Кто-то знает, где можно скачать мотивацию к 8:00 парам?» • «Кто-то видел мою душу? Кажется, я потеряла её на первой паре.» • «Я не опоздал, я просто живу в другой временной зоне — зоне “ещё 5 минут поспать”.» • «Если кто-то услышит, как мой желудок рычит на lecture — нет, это не демон, это я без завтрака.» Объявляю кастинг на человека, который будет ходить на class вместо меня. Оплата — моральная поддержка.» • «У кого-то ещё в голове на парах играет лютый лор “я ничего не понимаю, но киваю”?» • «Хочу взять академ, но не из универа, а из жизни.» • «Пошёл на class ради отметки “не абсент”, получил — экзистенциальный кризис.» • «Всем привет, я — причина, почему преподаватель делает перекличку дважды.» • «Кто-то говорил “буду учиться ради стипендии”, а теперь я — тот кто ради стипендии живёт на дошираках.» • «Ставлю лайк, если тоже не знаешь, на какой предмет ты сейчас пришёл.» • «Ребят, у кого есть конспект по предмету “Как не быть позором курса”?» • «С кем можно объединиться для совместной депрессии к мидке?»",ru,negative,0.5603,rubert-tiny2,188,227.0
2232,2269,"барыне салем, я поступила в sdu в этом году, но маган уже 3-4 курсниктар жазып жатыр, я не думала что пацаны в sdu такие. Но мен пока биреуымен сойлесып журмын, но так как я никого пока не знаю хорошо, мен ол баланы не знаю как проверить.)) а еще я слышала что он бабник, но пока не понятно. Мне перестать с ним общаться? Но такой вип кушты бала да, бирак не знаю 🤷‍♀️",ru,neutral,0.7548,rubert-tiny2,72,290.4
2233,2270,"Вип казах адемы балдар барма отыныш🥀 Сондай таныстарын болса белгылеп кетындершы, Алла разы болсын🙏🏻",other,pending_llm,0.0,llm_queue,14,152.4
2234,2271,Анекдот: по залету үйленген жігіт загстан шыққан соң - сіктімде қол қойдым,kk,positive,0.5579,rembert-issai,12,376.6
2235,2272,"Унаса болдыго дегенде я боюсь что он будет сплетничать потом. Как можно про него узнать инфууу, 4 курс лсс бойы узын ешекке уксайды сал но normal",ru,neutral,0.6446,rubert-tiny2,26,434.6
2236,2273,"midterm отсем кайрат реалга бир билет алам, пожелайте удачи!",ru,positive,0.5758,rubert-tiny2,9,116.8
2238,2275,"неге sdu коп жигит нефор, кринж?Это обязательный этап в поступление?",mixed_kk_ru,pending_llm,0.0,llm_queue,10,403.2
2239,2276,По каким критериям вы определяете красивых людей?,ru,neutral,0.8687,rubert-tiny2,7,131.4
2240,2277,Как познакомиться с девушкой У меня просто в голове нет идей,ru,neutral,0.7969,rubert-tiny2,11,116.6
2241,2278,"У меня фетиш на мужские слезы. Однажды мне понравился парень чисто потому что я увидела как он плачет. Конечно же я сочувствовала и эмпанировала ему, но в перемешку с этими чувствами было возбуждение и восхищение. Я одна такая конченная?",ru,negative,0.407,rubert-tiny2,39,433.8
2242,2279,Когда я вижу женщину я думаю понятно о чем насколько она красивая и хотел бы я с ней... вы поняли. Когда я вижу мужчину я думаю насколько его сложно убить.,ru,neutral,0.7512,rubert-tiny2,30,315.8
2243,2280,Когда я смотрю на девушку то я сразу думаю что у нее наверное уже есть парень и поэтому я не подхожу в большинстве случаев,ru,neutral,0.7659,rubert-tiny2,24,264.8
2244,2281,"Хахахахаха бля чел который отправил фотку со старого ангыме, где я извиняюсь. Клоун екенсын бауырым, пока не поздно шыга сол Секюридан, позор болмай",ru,negative,0.5334,rubert-tiny2,23,198.4
2245,2282,"познакомилась с парнем, он был в моём вкусе и он активно флиртовал и клеился ко мне. когда я начала отвечать тем же он давал заднюю, потом обратно флиртовал, потом обратно заднюю. а через время говорит что он уже год или два в отношениях. ватахэл? вот нах так делать, я выглядела так будто клеилась к несвободному парню.",ru,negative,0.5973,rubert-tiny2,56,221.8
2246,2283,Туу бывшийымды сағынып жатырммм қыздааар😭😭,kk,positive,0.5144,rembert-issai,5,117.0
2247,2284,7 подписчиков добейтее,ru,neutral,0.9278,rubert-tiny2,3,170.4
2249,2286,Мне вот интересно что вообще делают в отношениях У меня не было никаких отношений,ru,neutral,0.8179,rubert-tiny2,14,322.6
2250,2287,"Со мной изменяли, мне изменяли, я видел как изменяют, но что-то никогда даст мне изменить",ru,neutral,0.7047,rubert-tiny2,15,192.0
2251,2288,Почему все девушки даже при наличии парня позволяют другим парням с собой знакомиться?,ru,neutral,0.8528,rubert-tiny2,13,169.6
2252,2289,"Топ фраз для успокоения женщины, если она находится на грани срыва: 1. Моя бывшая себя так не ведёт 2. Хватит ныть 3. Я тебя сейчас заебашу Пользуйтесь",ru,negative,0.7023,rubert-tiny2,27,468.0
2253,2290,admin: Добрый вечер всем подписчикам и будущим подписчикам. Появилась новая фича. Теперь можно посмотреть расписание учителей и кабинетов. Так же можно найти свободные кабинеты в которых не проводиться урок. Доступно в мини аппе бота или же по ссылке [URL],ru,neutral,0.9176,rubert-tiny2,39,1968.6
2255,2293,жду 800 подписчиков до 12 за этот дроп,ru,neutral,0.5585,rubert-tiny2,8,278.2
2257,2295,кто в жатаке живет девочки есть типа внутренний магазин? хочу купить чето и поесть,ru,neutral,0.7848,rubert-tiny2,14,150.0
2258,2296,клабтарда любой уакытта кируге болама 2-3 семестр,ru,neutral,0.6788,rubert-tiny2,7,184.2
2259,2297,"Я понимаю, что красота не определяется вниманием мужского пола и весь мир не крутится вокруг мужиков, но бля почему ко мне в жизни никто не подходили знакомиться, иногда чувствую себя фемцелкой какой то, хотя я не уродливая, у меня есть тело и лицо среднее, у меня был когда то парень и ко мне испытывали симпатию, но кажется, что все равно я какая то не такая(I know I’m getting crazy)",ru,neutral,0.5084,rubert-tiny2,69,245.6
